eta^-2rho^-2a^-2U^-2,0.0
eta^-2rho^-2a^-2U^-1,0.0
eta^-2rho^-2a^-2U^0,0.0
eta^-2rho^-2a^-2U^1,0.0
eta^-2rho^-2a^-2U^2,0.0
eta^-2rho^-2a^-1U^-2,0.0
eta^-2rho^-2a^-1U^-1,0.0
eta^-2rho^-2a^-1U^0,0.0
eta^-2rho^-2a^-1U^1,0.0
eta^-2rho^-2a^-1U^2,0.0
eta^-2rho^-2a^0U^-2,0.0
eta^-2rho^-2a^0U^-1,0.0
eta^-2rho^-2a^0U^0,0.0
eta^-2rho^-2a^0U^1,0.0
eta^-2rho^-2a^0U^2,0.0
eta^-2rho^-2a^1U^-2,0.0
eta^-2rho^-2a^1U^-1,0.0
eta^-2rho^-2a^1U^0,0.0
eta^-2rho^-2a^1U^1,0.0
eta^-2rho^-2a^1U^2,0.0
eta^-2rho^-2a^2U^-2,0.0
eta^-2rho^-2a^2U^-1,0.0
eta^-2rho^-2a^2U^0,0.0
eta^-2rho^-2a^2U^1,0.0
eta^-2rho^-2a^2U^2,0.0
eta^-2rho^-1a^-2U^-2,0.0
eta^-2rho^-1a^-2U^-1,0.0
eta^-2rho^-1a^-2U^0,0.0
eta^-2rho^-1a^-2U^1,0.0
eta^-2rho^-1a^-2U^2,0.0
eta^-2rho^-1a^-1U^-2,0.0
eta^-2rho^-1a^-1U^-1,0.0
eta^-2rho^-1a^-1U^0,0.0
eta^-2rho^-1a^-1U^1,0.0
eta^-2rho^-1a^-1U^2,0.0
eta^-2rho^-1a^0U^-2,0.0
eta^-2rho^-1a^0U^-1,0.0
eta^-2rho^-1a^0U^0,0.0
eta^-2rho^-1a^0U^1,0.0
eta^-2rho^-1a^0U^2,0.0
eta^-2rho^-1a^1U^-2,0.0
eta^-2rho^-1a^1U^-1,0.0
eta^-2rho^-1a^1U^0,0.0
eta^-2rho^-1a^1U^1,0.0
eta^-2rho^-1a^1U^2,0.0
eta^-2rho^-1a^2U^-2,0.0
eta^-2rho^-1a^2U^-1,0.0
eta^-2rho^-1a^2U^0,0.0
eta^-2rho^-1a^2U^1,0.0
eta^-2rho^-1a^2U^2,0.0
eta^-2rho^0a^-2U^-2,0.0
eta^-2rho^0a^-2U^-1,0.0
eta^-2rho^0a^-2U^0,0.0
eta^-2rho^0a^-2U^1,0.0
eta^-2rho^0a^-2U^2,0.0
eta^-2rho^0a^-1U^-2,0.0
eta^-2rho^0a^-1U^-1,0.0
eta^-2rho^0a^-1U^0,0.0
eta^-2rho^0a^-1U^1,0.0
eta^-2rho^0a^-1U^2,0.0
eta^-2rho^0a^0U^-2,0.0
eta^-2rho^0a^0U^-1,0.0
eta^-2rho^0a^0U^0,0.0
